Gene stable ID	Transcript stable ID	Human gene stable ID	Human gene name	Human protein or transcript stable ID	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human homology type	Human orthology confidence [0 low, 1 high]
ENSTGUG00000004015	ENSTGUT00000004180	ENSG00000143756	FBXO28	ENSP00000355827	1	224114111	ortholog_one2one	1
ENSTGUG00000004016	ENSTGUT00000004175							
ENSTGUG00000004017	ENSTGUT00000004199	ENSG00000075975	MKRN2	ENSP00000170447	3	12557087	ortholog_one2one	1
ENSTGUG00000004018	ENSTGUT00000004178	ENSG00000167740	CYB5D2	ENSP00000301391	17	4143168	ortholog_one2one	1
ENSTGUG00000004019	ENSTGUT00000004193	ENSG00000135829	DHX9	ENSP00000356520	1	182839347	ortholog_one2many	0
ENSTGUG00000004020	ENSTGUT00000004205	ENSG00000188157	AGRN	ENSP00000368678	1	1020120	ortholog_one2one	1
ENSTGUG00000004021	ENSTGUT00000004211	ENSG00000285000	AC008581.2	ENSP00000495089	5	77030902	ortholog_one2many	1
ENSTGUG00000004021	ENSTGUT00000004211	ENSG00000164252	AGGF1	ENSP00000316109	5	77029251	ortholog_one2many	1
ENSTGUG00000004022	ENSTGUT00000004187	ENSG00000170454	KRT75	ENSP00000252245	12	52424070	ortholog_one2one	1
ENSTGUG00000004023	ENSTGUT00000004196	ENSG00000074755	ZZEF1	ENSP00000371051	17	4004445	ortholog_one2many	1
ENSTGUG00000004024	ENSTGUT00000004188	ENSG00000143753	DEGS1	ENSP00000316476	1	224175756	ortholog_one2one	1
ENSTGUG00000004025	ENSTGUT00000004194	ENSG00000221955	SLC12A8	ENSP00000377112	3	125082636	ortholog_one2one	1
ENSTGUG00000004025	ENSTGUT00000004198	ENSG00000221955	SLC12A8	ENSP00000377112	3	125082636	ortholog_one2one	1
ENSTGUG00000004026	ENSTGUT00000004185							
ENSTGUG00000004027	ENSTGUT00000004237	ENSG00000196455	PIK3R4	ENSP00000349205	3	130678934	ortholog_one2one	1
ENSTGUG00000004028	ENSTGUT00000004186	ENSG00000122859	NEUROG3	ENSP00000242462	10	69571698	ortholog_one2one	1
ENSTGUG00000004029	ENSTGUT00000004189	ENSG00000155961	RAB39B	ENSP00000358466	X	155258235	ortholog_one2one	1
ENSTGUG00000004030	ENSTGUT00000004255	ENSG00000197467	COL13A1	ENSP00000381949	10	69801867	ortholog_one2one	1
ENSTGUG00000004031	ENSTGUT00000004190							
ENSTGUG00000004032	ENSTGUT00000004222							
ENSTGUG00000004033	ENSTGUT00000004209	ENSG00000143748	NVL	ENSP00000281701	1	224227334	ortholog_one2one	1
ENSTGUG00000004034	ENSTGUT00000004201	ENSG00000138629	UBL7	ENSP00000457703	15	74445977	ortholog_one2many	1
ENSTGUG00000004035	ENSTGUT00000004300							
ENSTGUG00000004036	ENSTGUT00000004227	ENSG00000132646	PCNA	ENSP00000368458	20	5114953	ortholog_one2one	1
ENSTGUG00000004037	ENSTGUT00000004254	ENSG00000126602	TRAP1	ENSP00000246957	16	3651639	ortholog_one2one	1
ENSTGUG00000004038	ENSTGUT00000004203	ENSG00000135829	DHX9	ENSP00000356520	1	182839347	ortholog_one2many	1
ENSTGUG00000004039	ENSTGUT00000004200	ENSG00000074755	ZZEF1	ENSP00000371051	17	4004445	ortholog_one2many	0
ENSTGUG00000004040	ENSTGUT00000004202							
ENSTGUG00000004041	ENSTGUT00000004219	ENSG00000119333	WDR34	ENSP00000361800	9	128633661	ortholog_one2one	1
ENSTGUG00000004042	ENSTGUT00000004324	ENSG00000074370	ATP2A3	ENSP00000353072	17	3923870	ortholog_one2one	1
ENSTGUG00000004043	ENSTGUT00000004217	ENSG00000173706	HEG1	ENSP00000311502	3	124965710	ortholog_one2one	0
ENSTGUG00000004044	ENSTGUT00000004225	ENSG00000154743	TSEN2	ENSP00000284995	3	12484432	ortholog_one2one	1
ENSTGUG00000004045	ENSTGUT00000004204	ENSG00000138623	SEMA7A	ENSP00000261918	15	74409289	ortholog_one2one	0
ENSTGUG00000004046	ENSTGUT00000004234	ENSG00000188130	MAPK12	ENSP00000215659	22	50245450	ortholog_one2one	1
ENSTGUG00000004047	ENSTGUT00000004228	ENSG00000135838	NPL	ENSP00000258317	1	182789293	ortholog_one2one	1
ENSTGUG00000004048	ENSTGUT00000004207	ENSG00000137868	STRA6	ENSP00000456609	15	74179466	ortholog_one2one	0
ENSTGUG00000004049	ENSTGUT00000004206	ENSG00000237330	RNF223	ENSP00000410533	1	1070967	ortholog_one2one	1
ENSTGUG00000004050	ENSTGUT00000004212	ENSG00000131591	C1orf159	ENSP00000368644	1	1081818	ortholog_one2one	0
ENSTGUG00000004051	ENSTGUT00000004208	ENSG00000129009	ISLR	ENSP00000249842	15	74173710	ortholog_one2one	0
ENSTGUG00000004052	ENSTGUT00000004251	ENSG00000178209	PLEC	ENSP00000323856	8	143915147	ortholog_one2one	1
ENSTGUG00000004053	ENSTGUT00000004213	ENSG00000143771	CNIH4	ENSP00000420443	1	224356858	ortholog_one2one	1
ENSTGUG00000004054	ENSTGUT00000004232	ENSG00000145708	CRHBP	ENSP00000274368	5	76953045	ortholog_one2one	1
ENSTGUG00000004055	ENSTGUT00000004224	ENSG00000169291	SHE	ENSP00000307369	1	154469772	ortholog_one2one	1
ENSTGUG00000004056	ENSTGUT00000004216	ENSG00000120889	TNFRSF10B	ENSP00000276431	8	23020133	ortholog_many2many	0
ENSTGUG00000004056	ENSTGUT00000004216	ENSG00000173530	TNFRSF10D	ENSP00000310263	8	23135588	ortholog_many2many	0
ENSTGUG00000004056	ENSTGUT00000004216	ENSG00000186891	TNFRSF18	ENSP00000328207	1	1203508	ortholog_many2many	0
ENSTGUG00000004056	ENSTGUT00000004216	ENSG00000173535	TNFRSF10C	ENSP00000349324	8	23102590	ortholog_many2many	0
ENSTGUG00000004057	ENSTGUT00000004215							
ENSTGUG00000004058	ENSTGUT00000004221	ENSG00000109475	RPL34	ENSP00000378163	4	108620566	ortholog_one2one	1
ENSTGUG00000004059	ENSTGUT00000004226	ENSG00000162923	WDR26	ENSP00000498603	1	224385143	ortholog_one2one	1
ENSTGUG00000004060	ENSTGUT00000004220	ENSG00000120889	TNFRSF10B	ENSP00000276431	8	23020133	ortholog_many2many	0
ENSTGUG00000004060	ENSTGUT00000004220	ENSG00000173530	TNFRSF10D	ENSP00000310263	8	23135588	ortholog_many2many	0
ENSTGUG00000004060	ENSTGUT00000004220	ENSG00000173535	TNFRSF10C	ENSP00000349324	8	23102590	ortholog_many2many	0
ENSTGUG00000004061	ENSTGUT00000004218							
ENSTGUG00000004062	ENSTGUT00000004275	ENSG00000082781	ITGB5	ENSP00000296181	3	124761948	ortholog_one2one	1
ENSTGUG00000004063	ENSTGUT00000004236							
ENSTGUG00000004064	ENSTGUT00000004229	ENSG00000078808	SDF4	ENSP00000353094	1	1216908	ortholog_one2one	1
ENSTGUG00000004065	ENSTGUT00000004223	ENSG00000198856	OSTC	ENSP00000426167	4	108650585	ortholog_one2one	1
ENSTGUG00000004066	ENSTGUT00000004230	ENSG00000101842	VSIG1	ENSP00000402219	X	108044970	ortholog_one2one	1
ENSTGUG00000004067	ENSTGUT00000004245	ENSG00000164089	ETNPPL	ENSP00000296486	4	108742048	ortholog_one2many	1
ENSTGUG00000004068	ENSTGUT00000004248	ENSG00000160714	UBE2Q1	ENSP00000292211	1	154548577	ortholog_one2one	1
ENSTGUG00000004069	ENSTGUT00000004249							
ENSTGUG00000004070	ENSTGUT00000004239	ENSG00000143786	CNIH3	ENSP00000272133	1	224434660	ortholog_one2one	1
ENSTGUG00000004071	ENSTGUT00000004238	ENSG00000089063	TMEM230	ENSP00000341364	20	5068232	ortholog_one2one	1
ENSTGUG00000004072	ENSTGUT00000004233							
ENSTGUG00000004073	ENSTGUT00000004231	ENSG00000176022	B3GALT6	ENSP00000496787	1	1232226	ortholog_one2one	1
ENSTGUG00000004074	ENSTGUT00000004242	ENSG00000184163	C1QTNF12	ENSP00000329137	1	1242446	ortholog_one2one	1
ENSTGUG00000004075	ENSTGUT00000004244	ENSG00000101843	PSMD10	ENSP00000217958	X	108084207	ortholog_one2one	1
ENSTGUG00000004076	ENSTGUT00000004240	ENSG00000171643	S100Z	ENSP00000320430	5	76850001	ortholog_one2one	1
ENSTGUG00000004077	ENSTGUT00000004246	ENSG00000117601	SERPINC1	ENSP00000356671	1	173903804	ortholog_one2one	1
ENSTGUG00000004078	ENSTGUT00000004271	ENSG00000185386	MAPK11	ENSP00000333685	22	50263713	ortholog_one2one	1
ENSTGUG00000004079	ENSTGUT00000004304	ENSG00000123143	PKN1	ENSP00000343325	19	14433053	ortholog_one2one	0
ENSTGUG00000004080	ENSTGUT00000004243	ENSG00000108950	FAM20A	ENSP00000468308	17	68535113	ortholog_one2one	1
ENSTGUG00000004081	ENSTGUT00000004346	ENSG00000017260	ATP2C1	ENSP00000421326	3	130850595	ortholog_one2one	1
ENSTGUG00000004082	ENSTGUT00000004263	ENSG00000089057	SLC23A2	ENSP00000368637	20	4852356	ortholog_one2many	1
ENSTGUG00000004083	ENSTGUT00000004253	ENSG00000143815	LBR	ENSP00000339883	1	225401502	ortholog_one2one	1
ENSTGUG00000004084	ENSTGUT00000004241	ENSG00000164251	F2RL1	ENSP00000296677	5	76818933	ortholog_one2one	1
ENSTGUG00000004085	ENSTGUT00000004268	ENSG00000145703	IQGAP2	ENSP00000274364	5	76403285	ortholog_one2one	1
ENSTGUG00000004086	ENSTGUT00000004247	ENSG00000160087	UBE2J2	ENSP00000383719	1	1253909	ortholog_one2one	1
ENSTGUG00000004087	ENSTGUT00000004266	ENSG00000108946	PRKAR1A	ENSP00000376475	17	68511780	ortholog_one2one	1
ENSTGUG00000004088	ENSTGUT00000004256	ENSG00000101844	ATG4A	ENSP00000361306	X	108091668	ortholog_one2one	1
ENSTGUG00000004089	ENSTGUT00000004250	ENSG00000188517	COL25A1	ENSP00000382083	4	108808725	ortholog_one2one	1
ENSTGUG00000004089	ENSTGUT00000004252	ENSG00000188517	COL25A1	ENSP00000382083	4	108808725	ortholog_one2one	1
ENSTGUG00000004090	ENSTGUT00000004264	ENSG00000135870	RC3H1	ENSP00000356669	1	173931214	ortholog_one2many	1
ENSTGUG00000004091	ENSTGUT00000004299	ENSG00000162572	SCNN1D	ENSP00000368411	1	1280436	ortholog_one2one	1
ENSTGUG00000004092	ENSTGUT00000004261	ENSG00000160716	CHRNB2	ENSP00000357461	1	154567781	ortholog_one2one	1
ENSTGUG00000004093	ENSTGUT00000004267	ENSG00000157152	SYN2	ENSP00000480050	3	12004388	ortholog_one2one	1
ENSTGUG00000004094	ENSTGUT00000004257	ENSG00000156642	NPTN	ENSP00000290401	15	73560014	ortholog_one2one	1
ENSTGUG00000004095	ENSTGUT00000004291	ENSG00000138802	SEC24B	ENSP00000428564	4	109433772	ortholog_one2one	1
ENSTGUG00000004096	ENSTGUT00000004265	ENSG00000131148	EMC8	ENSP00000253457	16	85771758	ortholog_one2one	1
ENSTGUG00000004097	ENSTGUT00000004279	ENSG00000154380	ENAH	ENSP00000355809	1	225486835	ortholog_one2one	1
ENSTGUG00000004098	ENSTGUT00000004258	ENSG00000188827	SLX4	ENSP00000294008	16	3581181	ortholog_one2many	0
ENSTGUG00000004099	ENSTGUT00000004259	ENSG00000042286	AIFM2	ENSP00000478931	10	70098223	ortholog_one2many	1
ENSTGUG00000004100	ENSTGUT00000004302	ENSG00000197565	COL4A6	ENSP00000378340	X	108155607	ortholog_one2one	1
ENSTGUG00000004101	ENSTGUT00000004260	ENSG00000183324	REC114	ENSP00000328423	15	73443164	ortholog_one2one	1
ENSTGUG00000004102	ENSTGUT00000004262	ENSG00000188827	SLX4	ENSP00000294008	16	3581181	ortholog_one2many	0
ENSTGUG00000004103	ENSTGUT00000004272	ENSG00000099284	H2AFY2	ENSP00000362352	10	70052846	ortholog_one2many	1
ENSTGUG00000004104	ENSTGUT00000004289	ENSG00000138622	HCN4	ENSP00000261917	15	73319859	ortholog_one2one	1
ENSTGUG00000004105	ENSTGUT00000004281	ENSG00000160710	ADAR	ENSP00000497276	1	154582057	ortholog_one2one	1
ENSTGUG00000004106	ENSTGUT00000004269	ENSG00000103415	HMOX2	ENSP00000477572	16	4474690	ortholog_one2one	1
ENSTGUG00000004107	ENSTGUT00000004274	ENSG00000101265	RASSF2	ENSP00000368710	20	4780023	ortholog_one2many	1
ENSTGUG00000004108	ENSTGUT00000004282	ENSG00000116750	UCHL5	ENSP00000356421	1	193012250	ortholog_one2one	1
ENSTGUG00000004109	ENSTGUT00000004280	ENSG00000131143	COX4I1	ENSP00000457513	16	85798633	ortholog_one2one	1
ENSTGUG00000004110	ENSTGUT00000004285	ENSG00000070540	WIPI1	ENSP00000262139	17	68420948	ortholog_one2one	1
ENSTGUG00000004111	ENSTGUT00000004273	ENSG00000157150	TIMP4	ENSP00000287814	3	12153068	ortholog_one2many	1
ENSTGUG00000004112	ENSTGUT00000004276	ENSG00000089486	CDIP1	ENSP00000382508	16	4510669	ortholog_one2one	1
ENSTGUG00000004113	ENSTGUT00000004270	ENSG00000164220	F2RL2	ENSP00000296641	5	76615482	ortholog_one2one	1
ENSTGUG00000004114	ENSTGUT00000004332	ENSG00000122012	SV2C	ENSP00000423541	5	76083383	ortholog_one2one	1
ENSTGUG00000004115	ENSTGUT00000004349	ENSG00000196576	PLXNB2	ENSP00000352288	22	50274979	ortholog_one2one	1
ENSTGUG00000004116	ENSTGUT00000004292	ENSG00000042286	AIFM2	ENSP00000478931	10	70098223	ortholog_one2many	1
ENSTGUG00000004118	ENSTGUT00000004278	ENSG00000171867	PRNP	ENSP00000368752	20	4686236	ortholog_one2one	1
ENSTGUG00000004119	ENSTGUT00000004297	ENSG00000114491	UMPS	ENSP00000232607	3	124730433	ortholog_one2one	1
ENSTGUG00000004120	ENSTGUT00000004283	ENSG00000153443	UBALD1	ENSP00000283474	16	4608883	ortholog_one2one	1
ENSTGUG00000004121	ENSTGUT00000004288	ENSG00000144559	TAMM41	ENSP00000398596	3	11790442	ortholog_one2one	1
ENSTGUG00000004121	ENSTGUT00000004293	ENSG00000144559	TAMM41	ENSP00000398596	3	11790442	ortholog_one2one	1
ENSTGUG00000004121	ENSTGUT00000004294	ENSG00000144559	TAMM41	ENSP00000398596	3	11790442	ortholog_one2one	1
ENSTGUG00000004122	ENSTGUT00000004286	ENSG00000144048	DUSP11	ENSP00000272444	2	73762184	ortholog_one2one	0
ENSTGUG00000004123	ENSTGUT00000004290	ENSG00000143742	SRP9	ENSP00000305230	1	225777813	ortholog_one2one	1
ENSTGUG00000004124	ENSTGUT00000004284							
ENSTGUG00000004125	ENSTGUT00000004310	ENSG00000143603	KCNN3	ENSP00000481848	1	154697455	ortholog_one2one	1
ENSTGUG00000004126	ENSTGUT00000004311	ENSG00000116747	RO60	ENSP00000356416	1	193059422	ortholog_one2one	1
ENSTGUG00000004127	ENSTGUT00000004309	ENSG00000140968	IRF8	ENSP00000268638	16	85899162	ortholog_one2one	1
ENSTGUG00000004128	ENSTGUT00000004287							
ENSTGUG00000004129	ENSTGUT00000004295	ENSG00000141337	ARSG	ENSP00000407193	17	68259182	ortholog_one2one	0
ENSTGUG00000004130	ENSTGUT00000004315	ENSG00000102858	MGRN1	ENSP00000262370	16	4616493	ortholog_one2one	1
ENSTGUG00000004131	ENSTGUT00000004296	ENSG00000124356	STAMBP	ENSP00000377633	2	73828916	ortholog_one2one	1
ENSTGUG00000004132	ENSTGUT00000004338	ENSG00000067141	NEO1	ENSP00000341198	15	73051710	ortholog_one2one	1
ENSTGUG00000004133	ENSTGUT00000004314	ENSG00000143819	EPHX1	ENSP00000480004	1	225810092	ortholog_one2one	1
ENSTGUG00000004134	ENSTGUT00000004307	ENSG00000005059	MCUB	ENSP00000378145	4	109560209	ortholog_one2one	1
ENSTGUG00000004135	ENSTGUT00000004298	ENSG00000122863	CHST3	ENSP00000362207	10	71964395	ortholog_one2one	1
ENSTGUG00000004136	ENSTGUT00000004305	ENSG00000144560	VGLL4	ENSP00000404251	3	11556069	ortholog_one2one	1
ENSTGUG00000004137	ENSTGUT00000004306	ENSG00000108932	SLC16A6	ENSP00000319991	17	68267026	ortholog_one2one	1
ENSTGUG00000004138	ENSTGUT00000004308	ENSG00000075624	ACTB	ENSP00000349960	7	5527148	ortholog_one2one	0
ENSTGUG00000004139	ENSTGUT00000004333	ENSG00000160145	KALRN	ENSP00000240874	3	124080023	ortholog_one2many	0
ENSTGUG00000004140	ENSTGUT00000004340	ENSG00000197746	PSAP	ENSP00000378394	10	71816298	ortholog_one2one	1
ENSTGUG00000004141	ENSTGUT00000004301	ENSG00000167767	KRT80	ENSP00000378292	12	52168996	ortholog_one2one	0
ENSTGUG00000004142	ENSTGUT00000004303	ENSG00000186666	BCDIN3D	ENSP00000335201	12	49836043	ortholog_one2one	1
ENSTGUG00000004143	ENSTGUT00000004321	ENSG00000135472	FAIM2	ENSP00000321951	12	49866896	ortholog_one2one	1
ENSTGUG00000004144	ENSTGUT00000004437							
ENSTGUG00000004145	ENSTGUT00000004339	ENSG00000197548	ATG7	ENSP00000346437	3	11272309	ortholog_one2one	1
ENSTGUG00000004146	ENSTGUT00000004312	ENSG00000160446	ZDHHC12	ENSP00000361748	9	128720870	ortholog_one2one	1
ENSTGUG00000004147	ENSTGUT00000004316	ENSG00000120063	GNA13	ENSP00000400717	17	65009289	ortholog_one2one	1
ENSTGUG00000004148	ENSTGUT00000004323	ENSG00000138794	CASP6	ENSP00000265164	4	109688622	ortholog_one2many	1
ENSTGUG00000004149	ENSTGUT00000004317	ENSG00000143977	SNRPG	ENSP00000393388	2	70281362	ortholog_one2one	1
ENSTGUG00000004150	ENSTGUT00000004313	ENSG00000103241	FOXF1	ENSP00000262426	16	86510527	ortholog_one2one	1
ENSTGUG00000004151	ENSTGUT00000004318	ENSG00000023572	GLRX2	ENSP00000356410	1	193090866	ortholog_one2one	1
ENSTGUG00000004152	ENSTGUT00000004364	ENSG00000160691	SHC1	ENSP00000401303	1	154962298	ortholog_one2one	1
ENSTGUG00000004153	ENSTGUT00000004335	ENSG00000160445	ZER1	ENSP00000291900	9	128729786	ortholog_one2one	1
ENSTGUG00000004154	ENSTGUT00000004322	ENSG00000103248	MTHFSD	ENSP00000354152	16	86530176	ortholog_one2one	1
ENSTGUG00000004155	ENSTGUT00000004355	ENSG00000196187	TMEM63A	ENSP00000355800	1	225845536	ortholog_one2one	1
ENSTGUG00000004156	ENSTGUT00000004361	ENSG00000108370	RGS9	ENSP00000262406	17	65100812	ortholog_one2many	1
ENSTGUG00000004157	ENSTGUT00000004319	ENSG00000176204	LRRTM4	ENSP00000387228	2	76747719	ortholog_one2one	1
ENSTGUG00000004158	ENSTGUT00000004320	ENSG00000168101	NUDT16L1	ENSP00000306670	16	4693694	ortholog_one2one	1
ENSTGUG00000004159	ENSTGUT00000004342	ENSG00000134371	CDC73	ENSP00000498073	1	193121800	ortholog_one2one	1
ENSTGUG00000004160	ENSTGUT00000004327	ENSG00000120907	ADRA1A	ENSP00000369960	8	26748150	ortholog_one2one	1
ENSTGUG00000004161	ENSTGUT00000004329	ENSG00000122390	NAA60	ENSP00000401237	16	3443649	ortholog_one2one	1
ENSTGUG00000004162	ENSTGUT00000004331	ENSG00000167580	AQP2	ENSP00000199280	12	49950741	ortholog_one2one	1
ENSTGUG00000004163	ENSTGUT00000004325	ENSG00000176692	FOXC2	ENSP00000326371	16	86566829	ortholog_one2one	1
ENSTGUG00000004164	ENSTGUT00000004330	ENSG00000123739	PLA2G12A	ENSP00000243501	4	109709989	ortholog_one2one	1
ENSTGUG00000004165	ENSTGUT00000004350	ENSG00000108405	P2RX1	ENSP00000225538	17	3896592	ortholog_one2many	1
ENSTGUG00000004166	ENSTGUT00000004326	ENSG00000176678	FOXL1	ENSP00000326272	16	86576368	ortholog_one2one	1
ENSTGUG00000004167	ENSTGUT00000004328							
ENSTGUG00000004168	ENSTGUT00000004383	ENSG00000092964	DPYSL2	ENSP00000427985	8	26514031	ortholog_one2one	1
ENSTGUG00000004169	ENSTGUT00000004334	ENSG00000153786	ZDHHC7	ENSP00000456782	16	84974181	ortholog_one2one	1
ENSTGUG00000004170	ENSTGUT00000004336	ENSG00000146576	C7orf26	ENSP00000340220	7	6590021	ortholog_one2one	1
ENSTGUG00000004171	ENSTGUT00000004344	ENSG00000205403	CFI	ENSP00000378131	4	109740694	ortholog_one2many	1
ENSTGUG00000004171	ENSTGUT00000004344	ENSG00000285330	AC126283.2	ENSP00000493607	4	109713916	ortholog_one2many	1
ENSTGUG00000004172	ENSTGUT00000004394	ENSG00000050438	SLC4A8	ENSP00000405812	12	51391317	ortholog_one2many	1
ENSTGUG00000004173	ENSTGUT00000004337	ENSG00000047188	YTHDC2	ENSP00000161863	5	113513694	ortholog_one2many	0
ENSTGUG00000004174	ENSTGUT00000004351							
ENSTGUG00000004175	ENSTGUT00000004387	ENSG00000160145	KALRN	ENSP00000240874	3	124080023	ortholog_one2many	1
ENSTGUG00000004176	ENSTGUT00000004356	ENSG00000107021	TBC1D13	ENSP00000361731	9	128787253	ortholog_one2one	1
ENSTGUG00000004177	ENSTGUT00000004366	ENSG00000167968	DNASE1L2	ENSP00000454562	16	2235816	ortholog_one2one	1
ENSTGUG00000004178	ENSTGUT00000004359	ENSG00000107242	PIP5K1B	ENSP00000265382	9	68705240	ortholog_one2one	1
ENSTGUG00000004179	ENSTGUT00000004352	ENSG00000159322	ADPGK	ENSP00000312250	15	72751369	ortholog_one2one	1
ENSTGUG00000004180	ENSTGUT00000004341	ENSG00000196639	HRH1	ENSP00000380247	3	11137093	ortholog_one2one	1
ENSTGUG00000004181	ENSTGUT00000004343							
ENSTGUG00000004182	ENSTGUT00000004385	ENSG00000157103	SLC6A1	ENSP00000494136	3	10992186	ortholog_one2one	1
ENSTGUG00000004183	ENSTGUT00000004345	ENSG00000162630	B3GALT2	ENSP00000356404	1	193179045	ortholog_one2one	1
ENSTGUG00000004184	ENSTGUT00000004403	ENSG00000107736	CDH23	ENSP00000224721	10	71396934	ortholog_one2one	1
ENSTGUG00000004185	ENSTGUT00000004347	ENSG00000109534	GAR1	ENSP00000226796	4	109815510	ortholog_one2one	1
ENSTGUG00000004186	ENSTGUT00000004384	ENSG00000162687	KCNT2	ENSP00000294725	1	196225779	ortholog_one2one	1
ENSTGUG00000004187	ENSTGUT00000004348	ENSG00000034533	ASTE1	ENSP00000426421	3	131013875	ortholog_one2one	1
ENSTGUG00000004188	ENSTGUT00000004358	ENSG00000180245	RRH	ENSP00000314992	4	109827994	ortholog_one2many	1
ENSTGUG00000004189	ENSTGUT00000004363	ENSG00000114670	NEK11	ENSP00000372857	3	131026850	ortholog_one2one	1
ENSTGUG00000004190	ENSTGUT00000004353							
ENSTGUG00000004191	ENSTGUT00000004381	ENSG00000004660	CAMKK1	ENSP00000371188	17	3860315	ortholog_one2one	1
ENSTGUG00000004192	ENSTGUT00000004377	ENSG00000103196	CRISPLD2	ENSP00000262424	16	84819985	ortholog_one2many	1
ENSTGUG00000004193	ENSTGUT00000004354							
ENSTGUG00000004194	ENSTGUT00000004357	ENSG00000048405	ZNF800	ENSP00000265827	7	127346790	ortholog_one2one	1
ENSTGUG00000004195	ENSTGUT00000004368	ENSG00000140463	BBS4	ENSP00000268057	15	72686179	ortholog_one2one	1
ENSTGUG00000004196	ENSTGUT00000004362	ENSG00000243709	LEFTY1	ENSP00000272134	1	225886282	ortholog_one2many	1
ENSTGUG00000004196	ENSTGUT00000004362	ENSG00000143768	LEFTY2	ENSP00000355785	1	225936598	ortholog_one2many	1
ENSTGUG00000004197	ENSTGUT00000004360	ENSG00000167136	ENDOG	ENSP00000361725	9	128818500	ortholog_one2one	1
ENSTGUG00000004198	ENSTGUT00000004378	ENSG00000179603	GRM8	ENSP00000344173	7	126438598	ortholog_one2one	1
ENSTGUG00000004199	ENSTGUT00000004365	ENSG00000183423	LRIT3	ENSP00000469759	4	109848202	ortholog_one2one	1
ENSTGUG00000004200	ENSTGUT00000004367	ENSG00000165060	FXN	ENSP00000496143	9	69035259	ortholog_one2one	1
ENSTGUG00000004201	ENSTGUT00000004371	ENSG00000198917	SPOUT1	ENSP00000354812	9	128819651	ortholog_one2one	1
ENSTGUG00000004202	ENSTGUT00000004376	ENSG00000168646	AXIN2	ENSP00000302625	17	65528563	ortholog_one2one	1
ENSTGUG00000004203	ENSTGUT00000004369	ENSG00000143751	SDE2	ENSP00000272091	1	225982702	ortholog_one2one	1
ENSTGUG00000004204	ENSTGUT00000004379	ENSG00000114686	MRPL3	ENSP00000264995	3	131462212	ortholog_one2many	1
ENSTGUG00000004205	ENSTGUT00000004372	ENSG00000160688	FLAD1	ENSP00000292180	1	154983338	ortholog_one2one	1
ENSTGUG00000004206	ENSTGUT00000004399	ENSG00000138798	EGF	ENSP00000265171	4	109912884	ortholog_one2one	1
ENSTGUG00000004207	ENSTGUT00000004370	ENSG00000167969	ECI1	ENSP00000301729	16	2239402	ortholog_one2one	1
ENSTGUG00000004208	ENSTGUT00000004406							
ENSTGUG00000004209	ENSTGUT00000004388	ENSG00000166233	ARIH1	ENSP00000369217	15	72474330	ortholog_one2one	1
ENSTGUG00000004210	ENSTGUT00000004374	ENSG00000163041	H3F3A	ENSP00000355778	1	226061851	ortholog_one2one	1
ENSTGUG00000004211	ENSTGUT00000004414	ENSG00000103249	CLCN7	ENSP00000372193	16	1444934	ortholog_one2one	1
ENSTGUG00000004212	ENSTGUT00000004393	ENSG00000286112	AL441992.2	ENSP00000498386	9	128819663	ortholog_one2many	1
ENSTGUG00000004212	ENSTGUT00000004393	ENSG00000171097	KYAT1	ENSP00000399415	9	128832942	ortholog_one2many	1
ENSTGUG00000004213	ENSTGUT00000004373							
ENSTGUG00000004213	ENSTGUT00000004375							
ENSTGUG00000004214	ENSTGUT00000004389	ENSG00000182827	ACBD3	ENSP00000355777	1	226144679	ortholog_one2one	1
ENSTGUG00000004215	ENSTGUT00000004380	ENSG00000163479	SSR2	ENSP00000295702	1	156009048	ortholog_one2many	0
ENSTGUG00000004216	ENSTGUT00000004391	ENSG00000154240	CEP112	ENSP00000376522	17	65635537	ortholog_one2one	1
ENSTGUG00000004217	ENSTGUT00000004412	ENSG00000103194	USP10	ENSP00000457411	16	84699978	ortholog_one2one	1
ENSTGUG00000004218	ENSTGUT00000004413	ENSG00000128513	POT1	ENSP00000350249	7	124822386	ortholog_one2many	1
ENSTGUG00000004219	ENSTGUT00000004439	ENSG00000196353	CPNE4	ENSP00000478878	3	131533555	ortholog_one2one	1
